Generation,Timestamp,X-Axis,Y-Axis,Z-Axis,Frequency,
469,"8.128","0.1013","-0.5011","9.5846","200.2315",
470,"8.133","-0.3667","-0.5106","9.8886","200.2182",
471,"8.138","-0.7211","-0.5669","10.1544","200.2213",
472,"8.174","-0.3081","-0.1395","9.7797","200.2268",
473,"8.178","-0.9785","-0.7201","10.5219","200.23",
474,"8.183","-0.8192","-0.6196","9.247","200.2331",
475,"8.224","0.2163","-1.8897","10.2262","200.2253",
476,"8.228","0.4928","-1.2672","9.7977","200.2285",
477,"8.233","0.1779","-0.8422","9.5941","200.2316",
478,"8.274","-0.1536","-1.3773","10.1448","200.2238",
479,"8.278","0.2246","-1.035","10.1508","200.2269",
480,"8.283","0.2198","-0.6459","9.5247","200.2301",
481,"8.327","-0.5391","-0.1946","9.7725","200.2058",
482,"8.329","-0.6445","-0.9787","9.8994","200.2254",
483,"8.333","0.391","-1.6239","10.3627","200.2285",
484,"8.385","-0.3392","-0.4388","9.8132","200.2106",
485,"8.437","-0.6313","-0.877","10.2059","200.17",
486,"8.444","-0.2805","-0.8374","9.8551","200.2154",
487,"8.448","0.1803","-0.8183","9.8862","200.2185",
488,"8.453","0.4605","-0.7788","9.405","200.2216",
489,"8.497","0.2187","-0.6806","9.9628","200.2139",
490,"8.5","-0.6528","-0.3059","10.3651","200.217",
491,"8.547","-0.5822","-0.9691","10.2478","200.2318",
492,"8.554","-0.3895","-0.762","9.6636","200.2186",
493,"8.596","-0.077","-1.418","10.3735","200.2108",
494,"8.598","-0.186","-0.9488","9.5151","200.2303",
495,"8.603","0.0056","-0.8734","9.8587","200.2171",
496,"8.646","-0.028","-0.6555","9.5247","200.2094",
497,"8.647","-0.7139","-1.0637","10.4369","200.2288",
498,"8.653","-1.1185","-1.1547","9.8324","200.2319",
499,"8.695","-0.3152","-1.2768","10.3064","200.2079",
500,"8.697","0.1492","-0.7668","9.1584","200.2273",
501,"8.703","-0.5738","-0.8434","10.5542","200.2304",
502,"8.756","-0.2913","-0.8674","9.7522","200.2126",
503,"8.758","-1.0299","-0.5453","9.338","200.2157",
504,"8.763","-1.0587","-0.7465","10.2262","200.2188",
505,"8.767","0.0654","-0.9392","9.7629","200.2219",
506,"8.807","0.5119","-0.8039","9.8611","200.2305",
507,"8.812","0.3695","-0.8327","9.8683","200.2336",
508,"8.817","-0.2793","-0.7141","9.6432","200.2204",
509,"8.861","-1.2646","-0.4089","10.1221","200.2127",
510,"8.863","-0.9366","-1.2995","9.9425","200.2158",
511,"8.868","0.0582","-1.3462","9.4852","200.2189",
512,"8.919","-1.1161","-0.7225","10.3399","200.2174",
513,"8.922","-0.8982","-0.5358","9.4493","200.2205",
514,"8.928","-0.7773","-1.0577","9.1345","200.2236",
515,"8.933","-0.3236","-1.8502","11.2078","200.2267",
516,"8.983","0.7011","-0.689","9.5439","200.2252",
517,"9.037","-0.071","-1.2193","9.9126","200.2075",
518,"9.039","0.6113","-2.1315","10.0107","200.2106",
519,"9.042","0.4054","-1.3247","9.7486","200.2299",
520,"9.048","-0.6636","-0.3562","9.5882","200.2168",
521,"9.052","-1.0622","0.641","10.0993","200.2199",
522,"9.104","0.0942","-0.9883","10.0502","200.2184",
523,"9.108","0.3036","0.058","9.6971","200.2215",
524,"9.112","-0.4781","0.0807","9.5499","200.2246",
525,"9.117","-1.2777","-0.0138","9.6468","200.2277",
526,"9.155","-0.8731","-0.8422","9.994","200.2169",
527,"9.157","-0.7486","-0.1335","9.059","200.22",
528,"9.162","-0.01","-0.6483","11.057","200.2231",
529,"9.167","0.47","-0.6519","9.4696","200.2262",
530,"9.203","0.0175","-0.7896","9.6612","200.2154",
531,"9.207","-0.1453","0.1214","9.6492","200.2185",
532,"9.212","-0.7618","-0.3766","9.9401","200.2216",
533,"9.219","-1.2801","-0.8865","10.3064","200.2247",
534,"9.261","-0.6768","-0.9117","9.9162","200.217",
535,"9.263","0.1851","-0.8698","9.6313","200.2201",
536,"9.267","0.4305","-0.9536","10.2047","200.2232",
537,"9.311","0.6891","-1.2624","10.8918","200.2155",
538,"9.313","-1.0814","-0.9488","9.6253","200.2186",
539,"9.317","-2.5479","-0.0306","10.0036","200.2217",
540,"9.361","0.4114","-1.1487","9.7629","200.214",
541,"9.363","0.5431","-1.4994","10.0849","200.2171",
542,"9.367","0.3108","-0.9715","9.6612","200.2202",
543,"9.41","-0.1105","-1.1008","9.6504","200.2126",
544,"9.412","0.002","-1.3833","10.2932","200.2317",
545,"9.417","-0.0986","-1.5569","10.0083","200.2187",
546,"9.46","-0.0663","-0.5298","9.7426","200.2111",
547,"9.462","-0.0375","-0.9129","10.1795","200.2302",
548,"9.467","-0.0244","-0.9859","9.6097","200.2333",
549,"9.516","-0.6433","-1.0601","10.1855","200.2318",
550,"9.574","-0.4948","-0.4927","9.6887","200.2173",
551,"9.577","-0.7881","-0.7405","10.0514","200.2204",
552,"9.581","-0.6361","-1.4611","10.1053","200.2235",
553,"9.627","-0.4721","-1.3378","9.818","200.2189",
554,"9.632","-0.0291","-1.0673","9.8156","200.222",
555,"9.636","-0.0411","-1.1391","9.891","200.225",
556,"9.681","-0.9102","-0.8207","10.6548","200.2205",
557,"9.741","-0.3512","-1.2026","9.6025","200.2061",
558,"9.743","0.1444","-1.5677","9.9257","200.2251",
559,"9.747","0.3851","-1.7424","10.079","200.2282",
560,"9.752","-0.1237","-1.2433","9.9964","200.2312",
561,"9.801","-0.2111","-1.0781","9.7342","200.2107",
562,"9.804","-0.2243","-1.7568","10.1388","200.2138",
563,"9.861","0.2318","-1.3043","9.0076","200.2343",
564,"9.866","-0.0639","-0.7656","10.1807","200.2214",
565,"9.917","-0.2147","-1.6132","9.9784","200.22",
566,"9.975","0.2701","-1.8502","9.9353","200.2056",
567,"9.977","-0.7737","-1.2469","10.0993","200.2246",
568,"9.982","-1.4501","-0.8219","10.4154","200.2276",
569,"9.986","-0.6935","-0.009","9.1309","200.2307",
570,"10.033","-0.3524","-1.0146","9.575","200.2102",
571,"10.037","-0.2769","-0.6351","9.8826","200.2292",
572,"10.092","-0.6552","-0.6902","9.8048","200.2148",
573,"10.096","0.0954","-0.2473","9.8491","200.2179",
574,"10.101","-0.0758","-0.2173","10.0526","200.2209",
575,"10.151","-0.0531","-0.3107","10.2035","200.2194",
576,"10.207","-0.2003","-0.2425","10.1723","200.221",
577,"10.21","0.1121","-0.1695","9.9162","200.224",
578,"10.215","-0.2027","-0.4304","9.7737","200.2271",
579,"10.26","0.0439","0.0951","9.8455","200.2037",
580,"10.261","0.1241","-0.2604","9.9078","200.2226",
581,"10.265","-0.2075","-0.3933","9.7162","200.2256",
582,"10.317","0.579","-0.5094","9.3811","200.2241",
583,"10.368","0.5455","-0.6244","10.0036","200.2227",
584,"10.415","0.3192","-0.3718","9.9377","200.2212",
585,"10.469","-1.5566","-0.3394","9.3846","200.204",
586,"10.471","-1.0108","-1.1188","10.395","200.2227",
587,"10.475","-0.0699","-0.9907","9.8156","200.2258",
588,"10.48","0.5921","-2.0345","10.328","200.2288",
589,"10.485","0.5515","-0.5298","9.9401","200.2318",
590,"10.526","-1.6464","-1.2085","10.2262","200.2243",
591,"10.53","-0.9497","-0.9823","9.6971","200.2273",
592,"10.535","0.2055","-1.2217","9.8802","200.2303",
593,"10.583","-0.7354","-1.4599","10.1089","200.2101",
594,"10.585","-1.1724","-0.8889","9.7857","200.2289",
595,"10.641","-1.0407","-0.7644","9.9221","200.2304",
596,"10.645","-0.3512","-0.5358","9.9736","200.2334",
597,"10.65","0.0223","-0.1311","9.6444","200.2207",
598,"10.703","-0.4673","-0.8877","10.4776","200.2192",
599,"10.705","-0.0447","-0.1754","9.6444","200.2222",
600,"10.71","-0.0663","-0.1635","9.6528","200.2252",
601,"10.715","-0.192","-0.2796","9.5319","200.2282",
602,"10.761","-0.7713","-0.6674","9.5115","200.2051",
603,"10.763","-1.4286","-0.7632","10.1077","200.2081",
604,"10.765","-0.4972","-0.9703","9.8144","200.2268",
605,"10.817","0.2689","-0.6351","9.8994","200.2066",
606,"10.818","-0.2698","-0.7201","9.8743","200.2096",
607,"10.82","-0.8875","-1.1798","10.3603","200.2283",
608,"10.866","-0.6935","-0.9572","10.559","200.2239",
609,"10.915","-0.2339","-1.0098","10.4836","200.2224",
610,"10.965","-0.0878","-1.6263","9.9437","200.221",
611,"10.969","-0.1261","-1.5078","9.9808","200.224",
612,"11.022","-0.6588","-0.9799","9.7749","200.2225",
613,"11.024","-0.7259","-1.3271","10.8439","200.2255",
614,"11.029","-0.0447","-0.9811","9.7498","200.2285",
615,"11.034","0.1959","-0.7321","9.1404","200.2314",
616,"11.081","-0.4445","-1.2744","9.909","200.227",
617,"11.084","-1.1855","-0.8231","10.1376","200.23",
618,"11.141","0.3168","-0.683","9.8587","200.216",
619,"11.144","0.1109","-0.8458","9.9461","200.2345",
620,"11.15","-0.2159","-0.4568","9.5319","200.2219",
621,"11.199","0.0499","-0.3311","9.648","200.2175",
622,"11.201","-0.1477","-0.0976","10.2406","200.2204",
623,"11.257","-0.3679","-0.9775","9.7988","200.222",
624,"11.26","-0.2542","-1.3151","9.6732","200.2249",
625,"11.264","-0.5355","-1.4252","10.0215","200.2279",
626,"11.269","-0.9366","-0.8829","10.1352","200.2309",
627,"11.31","0.0726","-1.0242","9.3727","200.2235",
628,"11.314","-0.6935","-0.9224","9.0842","200.2265",
629,"11.319","-1.1377","-1.2899","11.1408","200.2294",
630,"11.361","0.4293","-1.8526","11.0474","200.2221",
631,"11.364","1.1081","-0.8566","9.1716","200.225",
632,"11.369","0.2067","-0.7333","9.4265","200.228",
633,"11.419","-0.5068","-0.8757","9.5391","200.2266",
634,"11.424","-0.563","-0.622","10.6452","200.2295",
635,"11.429","-0.1285","-0.4819","9.2254","200.2325",
636,"11.433","0.2689","-0.7261","9.5008","200.2354",
637,"11.478","0.5622","-0.762","11.0127","200.2126",
638,"11.481","-0.2698","-0.2592","9.7773","200.2156",
639,"11.484","-0.9701","-0.4783","9.9293","200.2185",
640,"11.539","-0.8168","-0.9978","9.654","200.22",
641,"11.544","-0.2458","-1.7173","10.2502","200.223",
642,"11.549","0.0654","-1.5749","9.4876","200.2259",
643,"11.6","-0.7139","-0.9224","10.2897","200.2245",
644,"11.605","0.0942","-0.4316","10.249","200.2274",
645,"11.665","0.1229","-0.701","10.0071","200.2165",
646,"11.668","0.3216","-1.1427","9.7007","200.2349",
647,"11.722","0.5502","-1.8741","10.656","200.218",
648,"11.724","0.5119","-1.9831","9.417","200.2209",
649,"11.729","-0.7546","-1.6431","10.2573","200.2239",
650,"11.733","-1.1867","-1.0589","9.9102","200.2268",
651,"11.781","0.1289","-0.9931","9.9569","200.2225",
652,"11.783","-0.763","-0.6112","10.1424","200.2254",
653,"11.835","0.0235","-1.0493","9.4445","200.224",
654,"11.892","0.3611","-0.3335","9.3775","200.2101",
655,"11.894","-0.6181","-0.5705","9.9221","200.2284",
656,"11.899","-1.4286","-0.1707","10.1137","200.2313",
657,"11.952","-0.7079","-0.0713","10.006","200.2146",
658,"11.954","-0.8288","-0.446","8.9812","200.2328",
659,"11.958","-0.6062","-0.7967","9.7007","200.2358",
660,"11.963","-0.0758","-1.3163","10.6524","200.2234",
661,"11.968","0.1935","-1.2109","9.8539","200.2263",
662,"12.01","-0.3536","-1.5485","9.4816","200.219",
663,"12.013","-1.2478","-0.8841","9.4912","200.2219",
664,"12.018","-0.8683","-0.5896","10.3699","200.2249",
665,"12.062","0.1265","-0.8566","9.2494","200.2176",
666,"12.063","-0.9246","-0.9643","10.5051","200.2205",
667,"12.068","-0.6157","-0.5501","9.4445","200.2235",
668,"12.114","0.0187","-0.4232","9.8168","200.2191",
669,"12.118","-0.8887","-0.1527","10.1316","200.222",
670,"12.171","0.3994","0.0664","9.1428","200.2206",
671,"12.173","-0.0902","-0.7345","9.7569","200.2235",
672,"12.178","-1.0814","-0.2425","9.168","200.2265",
673,"12.183","-0.8851","-1.1367","10.5722","200.2294",
674,"12.227","0.148","-0.1072","10.0466","200.2069",
675,"12.229","-0.3308","-0.0928","10.1281","200.2251",
676,"12.233","-1.3615","-0.8255","9.3404","200.228",
677,"12.278","0.0511","-0.6854","9.3607","200.2236",
678,"12.283","0.494","-1.4695","9.6815","200.2265",
679,"12.335","-0.2686","-1.1176","9.6085","200.2251",
680,"12.393","-0.4146","-0.8973","10.9313","200.2295",
681,"12.399","-0.7546","0.1957","9.2709","200.2325",
682,"12.403","-0.599","-0.1324","9.9473","200.2201",
683,"12.461","-1.0311","-0.9164","10.4884","200.2216",
684,"12.462","-0.8911","-0.7955","8.8124","200.2245",
685,"12.467","-0.0746","-1.6215","10.6572","200.2274",
686,"12.52","-0.9413","-1.2217","9.8838","200.226",
687,"12.578","0.2043","-0.5705","10.5818","200.2304",
688,"12.583","0.0235","0.2591","9.8156","200.2333",
689,"12.634","-0.6253","-0.5334","9.976","200.2167",
690,"12.692","-0.0411","-1.77","10.0359","200.2182",
691,"12.694","-0.18","-1.4839","9.405","200.2211",
692,"12.697","-0.3823","-1.3103","10.17","200.224",
693,"12.702","0.2294","-1.0002","10.1257","200.2269",
694,"12.752","-0.0914","-0.1599","9.6528","200.2255",
695,"12.757","0.1684","-0.7465","10.2358","200.2284",
696,"12.762","0.4916","-0.0809","9.642","200.2313",
697,"12.767","-0.5798","-0.7369","10.0598","200.2341",
698,"12.81","-1.1867","-0.9212","10.8894","200.2119",
699,"12.812","0.3731","-0.8614","9.5271","200.2299",
700,"12.817","-0.0902","-1.746","9.1895","200.2327",
701,"12.869","0.2665","-1.4252","10.213","200.2162",
702,"12.92","-0.2949","-0.9667","9.9557","200.2149",
703,"12.921","-0.5738","-1.1463","10.2118","200.2328",
704,"12.927","-0.3775","-0.8446","9.4732","200.2357",
705,"12.931","-0.162","-0.5932","9.7701","200.2386",
706,"12.936","-0.1596","-0.7656","10.7374","200.2264",
707,"12.978","-1.1939","-0.7812","10.5758","200.2192",
708,"12.982","-1.4944","-0.0198","9.9281","200.2372",
709,"12.987","-0.9521","-0.8135","9.1776","200.225",
710,"13.039","-0.9533","-0.6315","9.6145","200.2236",
711,"13.041","-0.4529","-0.7393","9.8814","200.2264",
712,"13.047","0.5383","-0.5106","10.389","200.2293",
713,"13.051","0.0535","-0.7082","9.6217","200.2322",
714,"13.102","-0.1321","-0.0198","10.134","200.2308",
715,"13.156","-0.9701","0.0029","9.168","200.2144",
716,"13.158","-0.9617","-1.2313","11.5071","200.2323",
717,"13.161","-0.1908","-0.4831","8.9872","200.2351",
718,"13.167","-0.3129","-1.0709","9.6552","200.223",
719,"13.221","0.98","-1.7137","9.3667","200.2244",
720,"13.226","0.3384","-1.5066","10.5147","200.2273",
721,"13.231","-0.3248","-0.3454","9.6073","200.2302",
722,"13.236","-1.1915","-0.2856","9.9904","200.233",
723,"13.273","-0.6564","-1.0757","9.3559","200.2231",
724,"13.276","0.2318","-0.7836","10.4285","200.2259",
725,"13.281","0.3898","-0.762","10.2897","200.2288",
726,"13.286","0.3048","-0.2748","9.5929","200.2316",
727,"13.325","-0.429","-0.7165","9.8779","200.2217",
728,"13.326","-1.091","-0.5908","10.0718","200.2245",
729,"13.331","-1.2059","-0.8183","10.316","200.2274",
730,"13.336","-0.4541","-0.4125","9.411","200.2302",
731,"13.379","-0.5511","0.2148","9.3835","200.2231",
732,"13.381","-0.35","-1.175","9.6947","200.226",
733,"13.386","0.0451","-1.2349","10.5027","200.2289",
734,"13.434","-0.004","-1.5006","9.642","200.2246",
735,"13.436","-0.0363","-1.2109","10.134","200.2275",
736,"13.487","0.2438","-1.3366","10.6584","200.2261",
737,"13.491","0.1181","-0.3586","9.4924","200.2289",
738,"13.496","-0.5523","-0.6423","9.6875","200.2318",
739,"13.501","-1.2107","-0.1335","10.1125","200.2346",
740,"13.54","-0.3284","-0.6244","9.7988","200.2098",
741,"13.541","0.1145","-0.4544","10.2286","200.2276",
742,"13.546","0.1756","-0.6196","10.2502","200.2304",
743,"13.55","-0.4362","-0.8913","9.1404","200.2332",
744,"13.599","-0.4421","-1.5138","10.328","200.2141",
745,"13.601","-0.6337","-0.8255","9.0411","200.2319",
746,"13.659","0.421","-0.4795","10.1999","200.2184",
747,"13.661","0.0271","-0.033","9.6145","200.2213",
748,"13.666","-1.4405","-0.3526","9.9401","200.2241",
749,"13.714","0.1792","-0.8805","10.7721","200.2199",
750,"13.716","-0.4852","-0.4592","8.3887","200.2227",
751,"13.721","-1.0036","-1.2157","9.8276","200.2256",
752,"13.772","0.1025","-1.3223","8.8843","200.2242",
753,"13.776","-0.3009","-0.7297","10.3986","200.227",
754,"13.78","-0.1285","-0.6531","10.219","200.2299",
755,"13.785","-0.2769","-0.75","10.1245","200.2327",
756,"13.828","-1.5566","-0.4615","10.383","200.2256",
757,"13.83","-1.5674","-0.4101","8.6724","200.2285",
758,"13.835","-0.028","-0.8793","10.6284","200.2313",
759,"13.893","0.5862","-1.6383","11.7322","200.2179",
760,"13.895","0.3815","-1.2205","9.5941","200.2356",
761,"13.9","0.0295","-0.9727","8.7837","200.2384",
762,"13.954","-0.8061","-0.3634","10.5303","200.2222",
763,"13.956","0.1325","-0.5513","9.9533","200.2251",
764,"13.961","0.7561","-0.9907","9.3954","200.2279",
765,"13.965","-0.0675","-0.8374","8.9968","200.2307",
766,"14.017","0.0116","-1.6287","10.6212","200.2293",
767,"14.077","-1.1269","0.0891","9.6827","200.2188",
768,"14.08","-1.5626","-0.3335","10.3866","200.2364",
769,"14.085","-0.6995","-0.0545","9.6121","200.2245",
770,"14.14","0.798","-1.1188","8.6005","200.2259",
771,"14.145","0.4772","-1.7915","10.0335","200.2287",
772,"14.15","-0.0627","-1.09","10.4788","200.2315",
773,"14.201","-0.1991","-0.6435","10.1257","200.2126",
774,"14.203","-0.8779","-0.2353","9.2697","200.2154",
775,"14.266","0.1408","-1.1236","9.4864","200.2225",
776,"14.32","-0.0375","-1.2373","10.3028","200.1889",
777,"14.321","0.6197","-1.4228","10.3148","200.224",
778,"14.325","-0.5044","-0.2892","9.9748","200.2268",
779,"14.33","-1.5686","-0.5166","9.4433","200.2296",
780,"14.335","-1.079","-0.3383","10.322","200.2324",
781,"14.373","-0.071","-0.6411","9.2757","200.2226",
782,"14.375","-0.0267","-0.1311","9.6959","200.2254",
783,"14.379","-0.6899","-0.762","10.6919","200.2282",
784,"14.384","-0.7259","-0.9607","9.818","200.231",
785,"14.427","-1.0227","-0.2545","9.8958","200.224",
786,"14.429","0.1624","-1.199","9.3296","200.2268",
787,"14.434","0.81","-1.5737","10.4285","200.2296",
788,"14.486","0.2258","-1.0242","10.5434","200.2283",
789,"14.489","0.1756","-0.9272","10.5901","200.2311",
790,"14.495","-0.4781","-1.0397","8.4772","200.2339",
791,"14.499","-0.9437","-0.4316","9.7988","200.2367",
792,"14.552","-1.5638","-0.9835","10.3375","200.2207",
793,"14.554","-0.7893","-1.1642","10.0778","200.2381",
794,"14.56","0.968","-1.2361","10.0215","200.229",
795,"14.57","-0.4326","-0.3586","9.8779","200.2318",
796,"14.611","0.3467","-0.3454","9.9628","200.2249",
797,"14.614","-0.095","-1.0709","10.6823","200.2277",
798,"14.619","-0.0591","0.3022","9.0961","200.2305",
799,"14.677","-0.247","-1.4109","10.6871","200.2173",
800,"14.679","0.1732","-0.926","8.9417","200.2347",
801,"14.684","0.336","-1.0146","10.0766","200.2375",
802,"14.73","0.506","-0.428","9.2961","200.2333",
803,"14.734","-0.0519","-1.0314","9.6887","200.2361",
804,"14.791","-0.7977","-0.7932","8.7873","200.2229",
805,"14.794","-0.1872","-1.1738","11.9309","200.2257",
806,"14.799","0.7178","-0.7489","10.4177","200.2285",
807,"14.853","-0.2207","0.0915","10.2238","200.2126",
808,"14.855","-0.259","-0.3766","9.5678","200.2299",
809,"14.859","0.4138","-0.3502","9.0531","200.2327",
810,"14.864","-0.332","-1.5186","11.1192","200.2355",
811,"14.868","-0.3141","-0.8362","9.6648","200.2383",
812,"14.908","-0.8791","-0.5705","10.6931","200.214",
813,"14.909","-0.7749","-0.7393","9.0447","200.2314",
814,"14.914","-0.5738","-0.9141","10.1221","200.2342",
815,"14.918","-0.1979","-1.3247","10.3088","200.2369",
816,"14.961","-0.1321","-0.5537","9.2769","200.23",
817,"14.964","-0.2817","-0.4041","10.1448","200.2328",
818,"14.969","0.0774","-0.6878","10.4668","200.2356",
819,"15.022","0.4856","-0.6842","10.1975","200.2197",
820,"15.024","0.482","-1.4707","9.4816","200.237",
821,"15.028","-0.2889","-0.9679","9.6743","200.2398",
822,"15.033","-1.0108","-1.2864","10.5889","200.228",
823,"15.078","-1.4154","-0.355","8.4916","200.2211",
824,"15.079","-0.083","-1.26","10.8583","200.2239",
825,"15.083","1.0566","-0.9452","9.4385","200.2267",
826,"15.136","-0.0256","-0.5382","9.387","200.2253",
827,"15.192","0.1588","-1.6383","10.7493","200.2267",
828,"15.194","0.0774","-1.8418","9.1979","200.2295",
829,"15.199","0.1588","-1.5773","10.5746","200.2323",
830,"15.258","0.3036","-0.1766","10.5794","200.2192",
831,"15.259","0.3276","-0.7477","10.468","200.2365",
832,"15.263","0.3886","-0.5082","9.3715","200.2247",
833,"15.268","-0.654","-1.1774","9.9581","200.2275",
834,"15.319","-0.9677","-1.533","9.2985","200.2262",
835,"15.379","0.2354","-0.7381","9.9198","200.2303",
836,"15.383","0.2857","-0.2712","9.3344","200.2331",
837,"15.441","0.0582","-1.1559","9.5187","200.22",
838,"15.443","0.1229","-1.4444","9.4924","200.2372",
839,"15.448","-0.2781","-1.1631","10.7398","200.2256",
840,"15.503","0.2175","-0.3574","10.3471","200.227",
841,"15.508","0.8124","-0.8578","9.9066","200.2297",
842,"15.513","0.1444","-0.7237","9.3416","200.2325",
843,"15.517","-1.2107","-1.0757","10.5722","200.2352",
844,"15.564","-0.4924","-1.8681","10.4812","200.2311",
845,"15.568","0.0403","-1.0014","8.9118","200.2339",
846,"15.627","0.403","-0.3478","9.4445","200.2209",
847,"15.629","-1.2646","-0.8458","10.2071","200.2236",
848,"15.633","-1.8392","-0.8075","9.891","200.2264",
849,"15.69","-0.2877","-1.0613","9.7605","200.2278",
850,"15.693","0.5131","-0.6734","10.407","200.2305",
851,"15.698","0.6628","-1.0098","11.6232","200.2333",
852,"15.703","-0.848","-0.6268","8.8627","200.236",
853,"15.755","-0.3715","-2.3111","9.6708","200.2203",
854,"15.758","-1.0263","-0.5418","8.9525","200.2374",
855,"15.763","-0.654","-1.5054","12.2481","200.2258",
856,"15.768","0.8423","-0.4137","8.1241","200.2285",
857,"15.813","-0.5702","-0.1192","10.055","200.2388",
858,"15.817","-0.6253","0.0041","9.6504","200.2272",
859,"15.872","0.1768","-1.1271","9.6708","200.2116",
860,"15.874","-0.83","-0.2473","8.7502","200.2286",
861,"15.878","-1.7721","-1.0936","11.3587","200.2314",
862,"15.882","-0.3344","-0.8422","9.7498","200.2341",
863,"15.934","0.1875","-0.3634","10.1544","200.2328",
864,"15.991","0.0965","-1.1451","9.9916","200.2198",
865,"15.994","-0.2291","-1.1511","9.7186","200.2226",
866,"15.998","-0.3548","-1.2744","10.0754","200.2253",
867,"16.003","0.2749","-1.3546","10.0778","200.228",
868,"16.053","0.4293","-0.5034","10.073","200.2267",
869,"16.057","-0.3392","-0.4029","9.4673","200.2294",
870,"16.062","-0.8911","0.2483","9.6001","200.2322",
871,"16.067","-0.5379","-0.683","10.2382","200.2349",
872,"16.117","-0.6528","-1.1463","10.1795","200.2336",
873,"16.122","-0.1165","-1.005","9.7079","200.2363",
874,"16.179","-0.4409","-0.3718","9.9174","200.2234",
875,"16.182","-1.2442","-0.0557","9.5139","200.2404",
876,"16.187","-0.6564","-0.622","9.6013","200.2289",
877,"16.24","-0.7809","-0.8937","9.6528","200.2275",
878,"16.242","-0.3931","-1.0158","9.915","200.2302",
879,"16.247","0.2629","-1.2564","10.0526","200.233",
880,"16.251","0.646","-1.2935","9.7258","200.2357",
881,"16.292","0.0989","-0.5633","10.6117","200.2289",
882,"16.296","-0.1848","-0.1898","9.6025","200.2316",
883,"16.301","-0.4457","-0.1252","10.14","200.2343",
884,"16.346","-0.6768","-0.6998","9.2099","200.2134",
885,"16.347","-0.7702","-0.7884","9.1979","200.2303",
886,"16.351","-1.0179","-0.6986","10.4453","200.233",
887,"16.398","-0.4852","-1.2373","9.8707","200.229",
888,"16.401","0.2594","-0.7967","9.1488","200.2317",
889,"16.45","-0.8252","-0.0761","9.581","200.2277",
890,"16.451","-0.2027","-0.045","9.5905","200.2304",
891,"16.505","-0.0208","-0.1252","10.0514","200.2149",
892,"16.507","-0.8899","-0.9931","9.9832","200.2318",
893,"16.511","-1.4753","-1.4408","10.0083","200.2345",
894,"16.516","-0.3524","-0.8327","9.7737","200.2372",
895,"16.56","-0.9665","-1.3438","9.2182","200.2163",
896,"16.562","0.0331","-1.0421","10.1592","200.2332",
897,"16.566","0.8735","-0.2712","10.146","200.2359",
898,"16.613","-0.4409","-0.2137","9.7174","200.2318",
899,"16.616","-0.7139","-0.3131","9.9581","200.2346",
900,"16.668","0.4497","-1.8143","10.2729","200.2191",
901,"16.722","-0.35","-0.6555","10.0526","200.2346",
902,"16.726","-1.6632","-0.1108","8.9693","200.2373",
903,"16.731","-0.8958","0.0305","9.9784","200.24",
904,"16.735","-0.5595","-2.0345","11.3479","200.2427",
905,"16.785","0.8567","-2.2285","10.6751","200.2246",
906,"16.786","0.5921","-1.1523","9.0147","200.2273",
907,"16.841","-0.162","-0.7117","9.2865","200.2287",
908,"16.846","0.415","-0.6615","10.3064","200.2313",
909,"16.851","0.0702","-1.2337","10.3004","200.234",
910,"16.907","-0.168","-0.6315","10.0514","200.2354",
911,"16.913","-1.237","-0.2712","9.9736","200.224",
912,"16.916","-1.0754","-0.3861","10.4118","200.2408",
913,"16.963","-0.9737","-0.6327","10.0443","200.2227",
914,"16.965","-0.8168","-1.2097","10.1568","200.2395",
915,"17.023","0.719","-1.0565","10.0526","200.2268",
916,"17.026","-0.0663","-0.446","9.5977","200.2295",
917,"17.03","-1.4262","-0.7321","10.4788","200.2321",
918,"17.035","-1.267","-0.428","8.9716","200.2348",
919,"17.087","-0.32","-1.4324","10.5434","200.2335",
920,"17.09","-0.1261","-0.6986","9.1536","200.2362",
921,"17.096","0.1265","-1.2325","10.0275","200.2389",
922,"17.1","0.5179","-1.2876","10.3471","200.2415",
923,"17.143","-1.0239","-0.4556","9.7869","200.2209",
924,"17.145","-1.0515","-0.3981","10.6404","200.2375",
925,"17.15","-0.0758","0.0077","10.0383","200.2402",
926,"17.212","0.0571","-0.4041","9.9221","200.2302",
927,"17.215","0.4928","-0.4735","10.6512","200.2329",
928,"17.265","-1.2382","-0.5142","9.6337","200.2316",
929,"17.27","-1.3807","-0.5813","10.4572","200.2343",
930,"17.319","-0.2446","-1.2983","10.4608","200.2163",
931,"17.321","0.081","-0.6878","8.6448","200.233",
932,"17.325","0.2582","-0.7524","11.0522","200.2356",
933,"17.33","0.1612","-0.768","9.7306","200.2383",
934,"17.334","-0.4613","-1.0182","9.3954","200.241",
935,"17.38","-0.7199","0.143","9.2027","200.2204",
936,"17.382","-0.6971","-0.7812","9.2386","200.2231",
937,"17.384","-0.3536","-0.786","9.9341","200.2397",
938,"17.436","0.7334","-0.6974","10.3064","200.2384",
939,"17.44","0.1983","-0.6172","10.0071","200.241",
940,"17.445","-0.4362","-0.7728","9.7905","200.2298",
941,"17.449","-0.3057","-0.5825","9.5894","200.2324",
942,"17.49","-0.9569","-0.6387","10.0251","200.2397",
943,"17.495","-0.3332","-0.3119","9.9904","200.2424",
944,"17.499","0.1779","-0.9488","9.6073","200.2311",
945,"17.545","0.1241","-1.1774","11.1707","200.2411",
