Generation,Timestamp,X-Axis,Y-Axis,Z-Axis,Frequency,
946,"17.55","-0.0016","-0.5489","9.1584","200.2298",
947,"17.554","-0.4122","-1.1666","10.6069","200.2325",
948,"17.604","-0.7785","-1.345","9.7701","200.2146",
949,"17.606","-1.4896","-0.3119","9.3248","200.2312",
950,"17.61","-1.2514","-1.029","10.3327","200.2338",
951,"17.614","0.4425","-0.3933","9.9988","200.2365",
952,"17.619","1.3415","-1.7341","10.134","200.2392",
953,"17.667","-0.7103","0.2519","9.5091","200.2213",
954,"17.669","-0.3176","0.0412","10.2513","200.2378",
955,"17.728","-0.1429","-1.5916","11.4018","200.2253",
956,"17.731","0.0882","-1.3881","9.569","200.228",
957,"17.734","-0.0291","-1.2756","9.8719","200.2306",
958,"17.794","-0.2925","-1.1152","9.6337","200.2181",
959,"17.796","-0.514","-1.1236","10.158","200.2346",
960,"17.8","-0.3919","-1.1631","10.3088","200.2373",
961,"17.846","0.7609","-1.503","10.6847","200.2333",
962,"17.849","0.1432","-1.0876","8.9154","200.236",
963,"17.9","-0.5487","-0.8207","9.7378","200.2347",
964,"17.904","0.0163","-0.8015","10.2873","200.2373",
965,"17.958","0.7729","-1.0828","9.8779","200.2387",
966,"17.964","-1.1197","-0.1491","9.0339","200.2413",
967,"17.969","-0.909","-0.4915","9.8443","200.2439",
968,"18.018","-0.1309","-1.1427","10.79","200.2262",
969,"18.019","-0.4374","-1.3199","9.7198","200.2288",
970,"18.076","-0.083","-1.2923","9.1847","200.2302",
971,"18.079","-0.9868","-1.0625","9.8683","200.2328",
972,"18.084","-1.3675","-1.1176","10.2358","200.2354",
973,"18.141","0.6388","-1.333","9.49","200.223",
974,"18.144","1.1727","-1.3594","9.9377","200.2394",
975,"18.149","0.1803","-1.4312","9.6791","200.2421",
976,"18.153","-0.9389","-1.2864","9.4888","200.2309",
977,"18.199","-1.5997","-0.3538","9.3044","200.2408",
978,"18.204","-0.6385","-0.9787","9.9042","200.2296",
979,"18.261","0.3994","-0.3347","9.247","200.231",
980,"18.263","-0.0148","-1.5126","10.0885","200.2336",
981,"18.269","-0.8923","-0.8123","9.7713","200.2362",
982,"18.317","-0.4158","-1.3989","9.7809","200.2186",
983,"18.318","1.2122","-0.9823","10.0251","200.2349",
984,"18.369","-0.9988","-1.2648","10.7015","200.2336",
985,"18.428","-0.4242","-0.8422","10.3148","200.2213",
986,"18.43","0.5718","-0.4987","9.7629","200.2239",
987,"18.433","0.3443","-1.0769","10.3387","200.2402",
988,"18.491","-0.4517","-1.1846","9.0974","200.2278",
989,"18.493","0.0954","-0.6088","10.4345","200.2442",
990,"18.498","0.0235","-0.9931","10.7027","200.2331",
991,"18.503","0.3503","-1.0529","9.5223","200.2357",
992,"18.553","-0.0615","-0.1036","8.7059","200.2181",
993,"18.555","-0.4302","-0.5082","9.5295","200.2344",
994,"18.558","-0.6947","-0.5789","10.7817","200.237",
995,"18.564","-0.2734","-1.3989","9.2877","200.2397",
996,"18.568","0.5862","-1.0074","9.6516","200.2422",
997,"18.616","-0.824","-0.5274","10.0694","200.2247",
998,"18.619","0.1815","-0.6471","9.8994","200.241",
999,"18.676","0.2031","-1.5737","9.6073","200.2286",
1000,"18.679","0.591","-1.3546","10.1855","200.2312",
1001,"18.683","-0.3176","-0.185","8.8723","200.2339",
1002,"18.737","-1.2657","-0.6483","10.2573","200.2189",
1003,"18.743","0.4521","-1.5425","9.8096","200.2378",
1004,"18.748","0.5766","-1.7472","9.9904","200.2404",
1005,"18.752","0.3264","-1.1427","10.389","200.243",
1006,"18.8","-1.1939","-0.8889","9.4158","200.2255",
1007,"18.803","-1.9098","-0.8434","10.4082","200.2281",
1008,"18.861","-0.4302","-1.199","10.9373","200.2294",
1009,"18.863","0.1576","-0.8973","9.9904","200.232",
1010,"18.868","0.585","-0.8231","9.9221","200.2346",
1011,"18.927","-0.9677","-0.8937","9.6037","200.2223",
1012,"18.929","-0.6648","-0.7752","11.4856","200.2249",
1013,"18.933","0.3719","-1.0565","9.2446","200.2411",
1014,"18.983","0.0044","-0.0892","10.2095","200.2399",
1015,"19.038","0.0331","-1.108","9.5798","200.2412",
1016,"19.042","0.1384","-1.096","10.571","200.2438",
1017,"19.047","0.0954","-0.4831","9.0878","200.2328",
1018,"19.052","-0.2267","-0.3311","9.5307","200.2354",
1019,"19.1","-1.0299","-0.756","9.8072","200.2315",
1020,"19.102","-0.5367","-0.4041","10.3471","200.2341",
1021,"19.161","-0.7223","-0.2485","9.1835","200.2219",
1022,"19.163","-1.0754","-0.9536","9.9628","200.238",
1023,"19.168","-0.0435","0.6877","9.666","200.2406",
1024,"19.223","-0.2051","-1.4444","10.4034","200.2284",
1025,"19.227","0.9285","-0.4508","9.6863","200.2445",
1026,"19.232","-0.0555","-0.8698","9.8048","200.2335",
1027,"19.237","-1.2478","-0.8303","9.9724","200.2361",
1028,"19.286","-0.259","-1.2887","9.5678","200.2187",
1029,"19.287","-0.5762","-1.1379","9.7773","200.2349",
1030,"19.345","-0.739","-0.5118","10.7254","200.2227",
1031,"19.348","-1.6249","-1.8993","10.7757","200.2388",
1032,"19.352","-1.5411","-0.3658","9.1895","200.2413",
1033,"19.404","0.172","-0.9057","9.4361","200.2266",
1034,"19.406","-0.3859","-0.1108","10.2753","200.2426",
1035,"19.411","-0.49","-0.3514","10.6631","200.2452",
1036,"19.416","-0.8851","0.1107","9.1668","200.2343",
1037,"19.461","-0.5295","-0.9117","9.4349","200.244",
1038,"19.466","0.2761","-1.8059","10.3591","200.233",
1039,"19.519","-0.7402","-0.1072","8.1576","200.2318",
1040,"19.521","-0.8216","-0.8446","10.6787","200.2343",
1041,"19.58","0.4904","-1.2756","10.3268","200.2222",
1042,"19.582","1.4253","-1.7053","9.9628","200.2382",
1043,"19.586","0.8352","-1.2145","9.7941","200.2408",
1044,"19.643","-0.3763","-0.7022","9.563","200.2126",
1045,"19.645","-0.0615","-0.7153","10.3076","200.2312",
1046,"19.651","0.2546","-0.6926","9.7785","200.2338",
1047,"19.708","-0.7187","-0.5753","10.055","200.2351",
1048,"19.711","0.0894","-1.5976","10.14","200.2377",
1049,"19.716","0.6688","-1.199","10.5446","200.2402",
1050,"19.772","0.0379","-0.5573","11.2186","200.2415",
1051,"19.776","-0.6864","-0.6447","10.1221","200.2441",
1052,"19.781","-0.9569","-0.2233","9.2865","200.2332",
1053,"19.786","-0.3344","-0.4125","9.4876","200.2358",
1054,"19.829","1.4457","-1.2564","8.8244","200.2294",
1055,"19.831","0.9537","-1.3462","11.0498","200.2454",
1056,"19.836","-0.0052","-0.5334","9.4888","200.2345",
1057,"19.888","-1.5423","-0.5896","9.3799","200.2333",
1058,"19.891","-0.8276","-1.0338","10.2777","200.2358",
1059,"19.896","0.1576","-1.1331","9.6995","200.2384",
1060,"19.9","0.6053","-1.7341","10.6548","200.241",
1061,"19.906","0.5479","-0.5836","9.0159","200.2435",
1062,"19.95","-1.401","-0.6327","10.5075","200.2238",
1063,"19.952","-2.5107","-0.3706","9.1859","200.2397",
1064,"20.004","0.5347","-1.3462","10.7841","200.2251",
1065,"20.007","0.749","-1.4085","9.5175","200.241",
1066,"20.011","0.1528","-1.2217","9.7689","200.2436",
1067,"20.015","-0.7091","-0.5047","9.1596","200.2461",
1068,"20.02","-1.2717","-0.6028","10.9445","200.2353",
1069,"20.067","-0.9868","-0.5082","10.3423","200.2156",
1070,"20.068","-1.6752","-1.0386","8.7131","200.2315",
1071,"20.07","-0.2961","-1.3163","9.7785","200.234",
1072,"20.119","0.8471","-0.7405","10.0419","200.2303",
1073,"20.177","1.6432","-0.4592","9.7737","200.2341",
1074,"20.18","-0.156","-0.4364","10.5267","200.2366",
1075,"20.185","-2.0235","-0.4496","10.1795","200.2392",
1076,"20.239","-0.1512","-0.9524","10.1436","200.2246",
1077,"20.241","0.1384","-0.5154","9.3009","200.2405",
1078,"20.245","-0.0483","-0.525","10.0909","200.243",
1079,"20.25","0.2402","-0.2401","10.4548","200.2456",
1080,"20.299","-1.0203","-0.3694","9.1237","200.2285",
1081,"20.301","-0.2793","-0.8614","10.383","200.231",
1082,"20.362","-0.417","-0.5334","9.5606","200.2348",
1083,"20.365","-1.7254","-1.1295","11.142","200.2374",
1084,"20.37","-0.9533","-0.6327","9.2099","200.2399",
1085,"20.425","-0.4589","-1.3247","9.5702","200.2254",
1086,"20.426","-0.7294","-0.1994","7.9984","200.2412",
1087,"20.429","-0.411","-2.0285","12.6922","200.2438",
1088,"20.434","-0.32","-0.7656","8.1456","200.2463",
1089,"20.486","-0.271","-1.5186","9.7797","200.2318",
1090,"20.489","-0.6899","-1.1056","9.5762","200.2343",
1091,"20.495","-1.4609","-0.9081","11.288","200.2368",
1092,"20.499","-1.1676","-0.258","8.4665","200.2393",
1093,"20.543","0.64","-0.6591","9.2015","200.2331",
1094,"20.544","0.9704","-1.3953","10.1089","200.2356",
1095,"20.549","0.3168","-0.7644","8.6568","200.2381",
1096,"20.601","0.087","-0.5442","9.0183","200.2369",
1097,"20.66","-0.1249","-0.7644","9.7797","200.2407",
1098,"20.664","-0.1285","-1.3666","9.9521","200.2432",
1099,"20.669","0.2665","-1.4073","9.9664","200.2458",
1100,"20.717","0.0798","-0.179","9.9976","200.2288",
1101,"20.719","-0.7797","-0.6028","9.8838","200.2445",
1102,"20.782","0.0642","-0.5226","10.8128","200.2351",
1103,"20.785","-0.3931","-0.7716","8.8974","200.2376",
1104,"20.845","-1.2598","0.3058","8.9106","200.2414",
1105,"20.849","-1.1113","-0.0713","10.6141","200.2439",
1106,"20.907","0.579","-0.6567","10.1484","200.232",
1107,"20.909","-0.4445","-0.4639","9.4768","200.2345",
1108,"20.914","-1.4621","-1.4743","10.1556","200.237",
1109,"20.919","-0.5415","-0.6351","9.247","200.2396",
1110,"20.967","1.5702","-0.7572","9.1117","200.2201",
1111,"20.969","-1.2945","-0.2209","10.3866","200.2383",
1112,"21.023","0.3958","-0.9883","8.1756","200.2239",
1113,"21.024","1.1428","-0.9117","9.6708","200.2396",
1114,"21.029","0.6759","-1.0481","11.8974","200.2421",
1115,"21.033","-0.1501","-0.2054","8.5215","200.2446",
1116,"21.085","-0.2159","-1.0721","9.6181","200.2303",
1117,"21.145","-0.8288","-1.4408","11.9476","200.234",
1118,"21.149","0.7645","-0.8734","9.0183","200.2366",
1119,"21.202","-1.2011","-1.5737","9.9233","200.2353",
1120,"21.204","-1.1664","-0.5717","9.3799","200.2378",
1121,"21.259","-0.1884","-1.7209","9.241","200.2391",
1122,"21.263","-0.9294","-1.2696","9.4828","200.2416",
1123,"21.269","-1.3663","-1.1056","10.4513","200.2441",
1124,"21.322","-0.0866","-1.333","9.7126","200.2298",
1125,"21.324","-0.7378","-1.084","9.5977","200.2454",
1126,"21.328","-0.5283","-0.865","9.7749","200.2479",
1127,"21.334","-0.6624","-1.4563","9.6875","200.2373",
1128,"21.387","0.1552","-0.9129","8.8735","200.223",
1129,"21.389","-1.0419","-1.1726","8.239","200.2385",
1130,"21.394","-1.1329","-1.3977","11.2473","200.2411",
1131,"21.398","-0.8887","-0.7225","9.7857","200.2435",
1132,"21.403","-0.3667","-1.169","9.5103","200.246",
1133,"21.452","0.1911","-1.9687","9.8934","200.2292",
1134,"21.455","-0.9425","-1.5557","10.9253","200.2317",
1135,"21.508","-0.0447","-1.266","9.8814","200.2461",
1136,"21.513","-0.1668","-1.2816","8.9645","200.2486",
1137,"21.518","-0.0962","-1.3151","9.0195","200.238",
1138,"21.569","0.0774","-1.3163","9.4649","200.2368",
1139,"21.628","-0.5056","-1.4073","10.7134","200.2405",
1140,"21.633","0.2055","-0.8279","8.9693","200.243",
1141,"21.693","-0.1141","-1.6395","10.2525","200.2468",
1142,"21.698","0.2486","-1.0457","9.6408","200.2362",
1143,"21.703","-0.4673","-1.3019","9.5953","200.2387",
1144,"21.756","0.4066","-0.9033","8.9812","200.2375",
1145,"21.758","0.0499","-1.175","10.5985","200.24",
1146,"21.763","-0.3871","-0.4424","8.8124","200.2425",
1147,"21.767","-1.7183","-1.5138","9.7653","200.2449",
1148,"21.819","0.4186","-0.9655","10.3806","200.2437",
1149,"21.881","0.6065","-0.7548","9.806","200.2345",
1150,"21.883","-0.6062","-0.7357","11.2126","200.237",
1151,"21.944","-0.35","-0.8063","11.0175","200.2407",
1152,"21.948","-0.3691","-0.7345","9.3475","200.2432",
1153,"21.952","-0.4086","-0.7836","9.4696","200.2456",
1154,"22.014","-0.4158","-1.1595","10.0179","200.2364",
1155,"22.017","-1.2526","-1.0661","9.5439","200.2389",
1156,"22.07","0.4102","-0.5573","10.1316","200.2377",
1157,"22.071","0.2474","-0.8446","9.7126","200.2401",
1158,"22.125","-0.0256","-0.537","9.4996","200.2389",
1159,"22.127","0.227","-0.7189","9.1883","200.2414",
1160,"22.132","-0.3141","-0.9308","9.6911","200.2439",
1161,"22.136","-0.1177","-0.9967","10.1029","200.2463",
1162,"22.189","-0.0315","-1.0565","8.9417","200.2322",
1163,"22.192","0.9261","-1.8741","10.5782","200.2476",
1164,"22.197","1.3044","-1.6323","10.0802","200.2371",
1165,"22.202","0.1049","-1.1176","9.3918","200.2396",
1166,"22.245","-0.8156","-0.9943","10.1005","200.2334",
1167,"22.246","-0.6744","-1.0434","9.065","200.2488",
1168,"22.251","-0.1836","-0.6722","10.2118","200.2384",
1169,"22.305","-0.6205","-1.1271","10.2932","200.2372",
1170,"22.307","-1.747","-0.9823","10.5303","200.2396",
1171,"22.312","-0.3847","-0.7381","9.6217","200.2421",
1172,"22.316","1.0411","-0.8374","9.0052","200.2446",
1173,"22.321","0.5335","-1.2421","9.4541","200.247",
1174,"22.367","-1.6225","-0.531","9.666","200.2433",
1175,"22.422","1.0051","-1.3606","10.3902","200.2446",
1176,"22.426","0.6472","-0.6411","9.5738","200.2471",
1177,"22.431","-1.5997","-1.7018","11.0211","200.2495",
1178,"22.436","-1.6764","-0.6734","8.8495","200.2391",
1179,"22.483","1.0662","-1.4073","9.812","200.2354",
1180,"22.486","0.0666","-0.6866","10.225","200.2508",
1181,"22.534","-1.2789","-0.7213","9.0926","200.2342",
1182,"22.536","0.4832","-1.0709","9.5307","200.2496",
1183,"22.593","-1.2155","-0.8219","10.9301","200.2379",
1184,"22.596","-1.6309","-0.343","8.6149","200.2404",
1185,"22.601","-0.9449","-0.9583","9.9593","200.2428",
1186,"22.668","0.1995","-0.6052","9.2075","200.2361",
1187,"22.671","0.2294","-1.0805","8.4318","200.2386",
1188,"22.731","0.8411","-0.9153","9.5726","200.2423",
1189,"22.736","0.986","-1.1092","9.5558","200.2447",
1190,"22.789","-1.0431","-1.4168","12.0482","200.2307",
1191,"22.79","-0.4637","-0.6938","9.095","200.246",
1192,"22.796","0.0954","-0.3718","9.2601","200.2484",
1193,"22.8","0.1971","-0.4125","9.5499","200.2509",
1194,"22.843","-0.8719","-0.7405","9.7486","200.232",
1195,"22.846","-1.9062","-0.0916","10.9409","200.2472",
1196,"22.851","-1.7003","-0.9428","9.9042","200.2496",
1197,"22.855","0.591","-0.7908","9.4265","200.2393",
1198,"22.9","1.0889","-1.3426","9.836","200.2332",
1199,"22.901","0.6927","-1.1834","9.6277","200.2357",
1200,"22.96","0.4736","-1.1032","9.9305","200.2369",
1201,"22.962","0.2151","-1.2576","9.721","200.2393",
1202,"22.965","-0.3212","-1.515","9.5522","200.2418",
1203,"22.971","-0.7402","-0.938","9.8982","200.2442",
1204,"23.024","0.0606","-1.3701","10.2873","200.2303",
1205,"23.026","-0.0591","-1.3869","9.666","200.2455",
1206,"23.03","-0.1967","-0.9332","9.8132","200.2479",
1207,"23.035","-0.1381","-0.2425","9.4673","200.2503",
1208,"23.081","-0.1345","-1.351","10","200.2467",
1209,"23.085","-0.9533","-1.4755","9.9198","200.2491",
1210,"23.145","-1.0479","-1.594","8.8005","200.2249",
1211,"23.147","-0.162","-1.7724","10.2513","200.2401",
1212,"23.15","0.2773","-1.2457","10.3208","200.2425",
1213,"23.215","-0.6504","-1.3725","9.9485","200.2486",
1214,"23.22","-0.3488","-0.8578","9.6935","200.251",
1215,"23.275","-0.3967","-1.2014","9.2781","200.2395",
1216,"23.28","-0.9126","-1.1738","9.3224","200.2419",
1217,"23.285","-1.1077","-1.4013","10.9924","200.2444",
1218,"23.338","-0.8743","-1.6682","10.413","200.2305",
1219,"23.34","-0.7091","-0.4292","9.5403","200.2456",
1220,"23.345","-0.1189","-0.8374","10.6045","200.248",
1221,"23.349","-0.0794","-0.2892","9.0542","200.2504",
1222,"23.392","-0.2099","-1.1259","9.3176","200.2317",
1223,"23.395","0.0714","-1.5378","10.8092","200.2468",
1224,"23.4","0.0068","-0.7896","8.8843","200.2492",
1225,"23.447","-0.8264","-0.5932","9.1392","200.2329",
1226,"23.449","-0.4793","-0.7405","9.1979","200.248",
1227,"23.501","0.0307","-1.5246","9.9329","200.2469",
1228,"23.565","-1.1951","-0.0892","9.7929","200.2402",
1229,"23.569","-1.261","-0.6411","10.3447","200.2426",
1230,"23.621","-0.0734","-1.4133","10.5375","200.2415",
1231,"23.624","-0.684","-1.2014","9.4541","200.2439",
1232,"23.629","-0.7678","-1.4037","9.3212","200.2463",
1233,"23.634","-0.5667","-1.4899","10.5794","200.2487",
1234,"23.681","-0.6181","-1.0661","9.9233","200.2451",
1235,"23.684","0.0714","-1.2133","9.3942","200.2475",
1236,"23.741","-0.5786","-1.3534","9.575","200.2361",
1237,"23.744","-0.0028","-1.5856","10.2537","200.2511",
1238,"23.749","-0.01","-1.2217","9.8731","200.2409",
1239,"23.754","-0.1488","-0.7884","9.9521","200.2433",
1240,"23.802","-0.3655","-0.9967","9.9269","200.2398",
1241,"23.805","-0.3859","-0.9404","9.4565","200.2422",
1242,"23.862","0.5167","-1.3618","9.654","200.2308",
1243,"23.865","0.2426","-1.0769","10.0419","200.2458",
1244,"23.869","-0.5499","-0.4639","10.1017","200.2482",
1245,"23.927","-0.4948","-0.3371","9.6061","200.2368",
1246,"23.929","-0.7785","-0.4855","10.0119","200.2392",
1247,"23.934","-0.4852","-0.8614","10.158","200.2416",
1248,"23.982","0.2151","-1.1523","9.3284","200.238",
1249,"23.984","0.3396","-1.3354","10.2274","200.2404",
1250,"24.043","-0.0555","-0.6279","9.5594","200.2291",
1251,"24.045","-0.3931","-0.9021","10.0311","200.2441",
1252,"24.048","-0.417","-0.9895","10.0742","200.2465",
1253,"24.053","0.0319","-1.2612","9.8515","200.2488",
1254,"24.105","-0.9964","-0.8398","9.9724","200.2351",
1255,"24.108","-0.2518","-1.0481","9.8802","200.2501",
1256,"24.113","0.1337","-1.1618","9.7821","200.2399",
1257,"24.118","-0.089","-1.1236","9.903","200.2423",
1258,"24.163","0.0295","-1.4097","9.9497","200.2363",
1259,"24.165","-0.0411","-1.3546","9.8719","200.2387",
1260,"24.168","-0.2518","-1.0948","9.8024","200.2411",
1261,"24.216","-0.1955","-1.1666","9.8264","200.2376",
1262,"24.219","-0.3176","-1.0254","9.8096","200.2399",
1263,"24.274","-0.4026","-0.9081","9.9557","200.2412",
1264,"24.278","-0.3368","-0.6854","9.891","200.2436",
1265,"24.283","-0.2303","-0.7117","9.8348","200.246",
1266,"24.326","-0.0938","-0.9679","9.8276","200.24",
1267,"24.328","-0.1512","-1.0493","9.9545","200.2424",
1268,"24.333","-0.2243","-1.0457","9.891","200.2448",
1269,"24.385","-0.2075","-1.0972","9.9293","200.2436",
1270,"24.445","-0.1967","-0.8482","9.8168","200.2347",
1271,"24.448","-0.0483","-0.9763","9.8779","200.2496",
1272,"24.453","0.0104","-0.9679","9.9018","200.252",
1273,"24.501","-0.0603","-1.0565","9.8132","200.2359",
1274,"24.503","-0.0172","-1.0996","9.8767","200.2508",
1275,"24.56","-0.2231","-0.8518","9.8647","200.2395",
1276,"24.563","-0.2769","-0.8913","9.9054","200.2419",
1277,"24.568","-0.3165","-0.9081","9.9305","200.2443",
1278,"24.629","-0.2566","-0.8817","9.9185","200.2354",
1279,"24.632","-0.247","-0.8805","9.9042","200.2502",
1280,"24.69","-0.2494","-0.8698","9.897","200.239",
1281,"24.692","-0.2781","-0.8949","9.891","200.2414",
1282,"24.698","-0.2482","-0.8865","9.8994","200.2437",
1283,"24.702","-0.2542","-0.8853","9.897","200.2461",
1284,"24.746","-0.2494","-0.9093","9.891","200.2402",
1285,"24.752","-0.2662","-0.865","9.885","200.2449",
1286,"24.807","-0.2494","-0.8458","9.8587","200.2461",
1287,"24.812","-0.2805","-0.8889","9.885","200.2485",
1288,"24.817","-0.271","-0.8901","9.903","200.2509",
1289,"24.858","-0.2638","-0.8602","9.885","200.245",
1290,"24.862","-0.2518","-0.8638","9.8719","200.2474",
1291,"24.867","-0.2386","-0.9057","9.897","200.2497",
1292,"24.918","-0.2506","-0.877","9.8683","200.2486",
1293,"24.978","-0.2518","-0.8985","9.8707","200.2397",
1294,"24.982","-0.2602","-0.8889","9.891","200.2421",
1295,"25.039","-0.2315","-0.9105","9.9305","200.2433",
1296,"25.042","-0.247","-0.8985","9.9473","200.2457",
1297,"25.046","-0.2626","-0.9129","9.8731","200.248",
1298,"25.051","-0.2518","-0.8925","9.8779","200.2504",
1299,"25.092","-0.2518","-0.9081","9.8635","200.2445",
1300,"25.096","-0.2327","-0.9057","9.8671","200.2468",
1301,"25.101","-0.2303","-0.9057","9.8886","200.2492",
1302,"25.152","-0.259","-0.8889","9.9042","200.248",
1303,"25.21","-0.2518","-0.8518","9.8826","200.2369",
1304,"25.212","-0.271","-0.8698","9.8587","200.2516",
1305,"25.217","-0.2698","-0.9105","9.8922","200.2416",
1306,"25.264","-0.2793","-0.8949","9.8587","200.2381",
1307,"25.266","-0.2542","-0.9212","9.8802","200.2528",
1308,"25.325","-0.2243","-0.9212","9.891","200.2416",
1309,"25.328","-0.2374","-0.8877","9.8779","200.244",
1310,"25.331","-0.259","-0.8937","9.8862","200.2464",
1311,"25.337","-0.259","-0.8662","9.885","200.2487",
1312,"25.386","-0.2434","-0.9308","9.9018","200.2329",
1313,"25.388","-0.2626","-0.8674","9.8862","200.2475",
1314,"25.391","-0.2398","-0.8913","9.9269","200.2499",
1315,"25.396","-0.2578","-0.8973","9.9066","200.2522",
1316,"25.401","-0.241","-0.9176","9.8802","200.2546",
1317,"25.44","-0.2722","-0.8734","9.9209","200.2341",
1318,"25.442","-0.2159","-0.8901","9.9054","200.2487",
1319,"25.446","-0.241","-0.9033","9.8647","200.2511",
1320,"25.451","-0.253","-0.9117","9.9066","200.2534",
1321,"25.496","-0.2542","-0.9009","9.8695","200.2353",
1322,"25.498","-0.2446","-0.8937","9.8802","200.2376",
1323,"25.501","-0.2291","-0.9033","9.8767","200.2523",
1324,"25.506","-0.2566","-0.9069","9.8898","200.2546",
1325,"25.555","-0.2422","-0.8949","9.8898","200.2388",
1326,"25.557","-0.2386","-0.9164","9.9245","200.2411",
1327,"25.561","-0.2363","-0.8722","9.903","200.2435",
1328,"25.566","-0.2566","-0.8614","9.8491","200.2458",
1329,"25.617","-0.2506","-0.9236","9.8958","200.2447",
1330,"25.667","-0.2363","-0.9332","9.9138","200.2435",
1331,"25.724","-0.2494","-0.8961","9.8862","200.2325",
1332,"25.727","-0.2398","-0.938","9.879","200.2471",
1333,"25.731","-0.2506","-0.8793","9.8946","200.2494",
1334,"25.735","-0.2638","-0.8686","9.8958","200.2517",
1335,"25.787","-0.2315","-0.9093","9.8755","200.2383",
1336,"25.799","-0.253","-0.8877","9.915","200.243",
1337,"25.805","-0.2386","-0.8901","9.891","200.2477",
1338,"25.855","-0.2506","-0.9164","9.9066","200.2465",
1339,"25.86","-0.259","-0.877","9.9006","200.2489",
1340,"25.865","-0.2327","-0.8949","9.8767","200.2512",
1341,"25.87","-0.2614","-0.9021","9.8982","200.2535",
1342,"25.906","-0.2482","-0.877","9.8886","200.2454",
1343,"25.91","-0.2386","-0.8817","9.8838","200.2477",
1344,"25.915","-0.235","-0.9164","9.9329","200.2501",
1345,"25.92","-0.2626","-0.9021","9.9006","200.2524",
1346,"25.959","-0.2674","-0.8674","9.8826","200.232",
1347,"25.961","-0.265","-0.8602","9.8814","200.2466",
1348,"25.965","-0.2446","-0.8781","9.8826","200.2489",
1349,"25.97","-0.2817","-0.8817","9.8982","200.2512",
1350,"26.018","-0.259","-0.8889","9.9018","200.2355",
1351,"26.023","-0.241","-0.9164","9.8898","200.2379",
1352,"26.08","-0.2662","-0.9033","9.8802","200.2536",
1353,"26.085","-0.2769","-0.8757","9.9198","200.2559",
1354,"26.13","-0.2482","-0.871","9.9102","200.2379",
1355,"26.132","-0.2506","-0.8865","9.8994","200.2403",
1356,"26.135","-0.259","-0.8937","9.8563","200.2548",
1357,"26.183","-0.2638","-0.847","9.8767","200.2391",
1358,"26.185","-0.2614","-0.8746","9.897","200.2536",
1359,"26.239","-0.2243","-0.9033","9.8695","200.2548",
1360,"26.244","-0.235","-0.9153","9.879","200.2449",
1361,"26.249","-0.2434","-0.9176","9.9114","200.2473",
1362,"26.296","-0.2195","-0.877","9.7426","200.2438",
1363,"26.299","0.0283","-1.0206","9.7881","200.2461",
1364,"26.347","-0.2506","-0.9284","9.8419","200.2427",
1365,"26.35","-0.1788","-0.9488","9.8838","200.245",
1366,"26.404","-0.4194","-0.9476","9.9604","200.2317",
1367,"26.406","-0.3667","-1.041","9.8994","200.2462",
1368,"26.41","-0.3176","-1.1355","9.8036","200.2485",
1369,"26.414","-0.4924","-1.2564","9.9126","200.2508",
1370,"26.419","-0.5032","-1.2397","9.988","200.2531",
1371,"26.464","-0.435","-2.9216","13.0155","200.2352",
1372,"26.466","-0.1465","-2.9563","13.1567","200.2496",
1373,"26.469","-0.5882","-2.7516","13.6188","200.252",
1374,"26.529","-0.6768","0.0855","12.3846","200.2554",
1375,"26.534","-0.4721","0.4626","11.8255","200.2456",
1376,"26.583","-0.5846","1.2359","10.9828","200.2422",
1377,"26.584","-0.7534","0.9438","11.3778","200.2445",
1378,"26.633","0.3779","-0.5705","12.0039","200.2411",
1379,"26.635","0.4054","-0.7632","12.3942","200.2434",
1380,"26.683","-0.1872","-0.4987","11.2461","200.2399",
1381,"26.684","-0.1393","-0.3933","10.9217","200.2543",
1382,"26.746","0.1181","0.1837","10.5183","200.2457",
1383,"26.749","-0.1692","0.0664","10.4956","200.248",
1384,"26.806","-1.6488","-2.244","10.9026","200.2371",
1385,"26.809","-1.6859","-2.3147","10.7745","200.2515",
1386,"26.814","-1.7147","-2.347","10.7362","200.2538",
1387,"26.818","-1.7266","-2.493","10.644","200.2561",
1388,"26.868","-1.808","-3.3478","11.1073","200.2406",
1389,"26.87","-1.7637","-3.4184","11.2042","200.2429",
1390,"26.927","-2.7394","-3.7141","9.9772","200.2441",
1391,"26.929","-2.7011","-3.58","9.8012","200.2464",
1392,"26.934","-2.3144","-3.4423","9.4804","200.2486",
1393,"26.988","-1.9385","-1.8861","8.0607","200.2355",
1394,"26.99","-2.002","-1.7676","7.9589","200.2498",
1395,"27.043","-1.0144","-2.6283","9.6097","200.2533",
1396,"27.053","-1.0144","-2.8773","9.8838","200.2556",
1397,"27.1","0.8711","-2.3578","9.2961","200.2521",
1398,"27.103","0.883","-2.1183","9.0147","200.2544",
1399,"27.159","-1.6141","-0.9667","8.2953","200.2436",
1400,"27.163","-1.3124","-0.9212","8.4054","200.2459",
1401,"27.168","-0.9473","-1.0086","8.5395","200.2482",
1402,"27.214","-0.496","-1.3223","9.496","200.2448",
1403,"27.218","-0.5104","-1.2995","9.4996","200.247",
1404,"27.272","-1.6333","-0.7082","7.8212","200.2339",
1405,"27.273","-1.6979","-0.8949","8.4461","200.2482",
1406,"27.277","-1.17","-1.1032","9.3009","200.2505",
1407,"27.282","-0.4912","-1.333","8.3492","200.2527",
